Lat,Long_,Deaths,Case_Fatality_Ratio
57.24124555,-135.3206587,10,0.2894356006
59.56149996,-135.3337748,0,0
63.87692095,-143.2127643,21,0.8585445626
,,0,0
61.47502768,-144.7126799,0,
56.3202004,-132.0583731,1,0.1288659794
59.8909808,-140.3601451,5,0.5224660397
65.50815459,-151.3907387,12,0.7033997655
-14.271,-170.132,34,0.4113234938
35.39465006,-109.4892383,,1.801291492
31.87934684,-109.7516088,,1.628003745
35.83883429,-111.7707178,,0.9832295161
33.80190085,-110.8132779,,1.947959619
32.93166885,-109.8882178,187,1.341174783
33.21498827,-109.2405279,39,1.454681089
33.72854224,-113.9810029,155,2.625338753
33.34835867,-112.4918154,,1.237705943
35.70471703,-113.7577902,,2.427528048
35.3997715,-110.3218983,,2.028067954
,,0,
32.0971334,-111.7890033,,1.343257133
32.90525627,-111.3449483,,1.14870997
31.52508998,-110.8479088,,1.24742268
,,0,
34.59933926,-112.5538588,,2.267615875
32.76895712,-113.9066674,,1.756238141
34.29145151,-91.37277296,93,1.355685131
33.19153461,-91.7698471,80,1.318608868
36.28784385,-92.33782872,,2.653937947
36.33644656,-94.25680817,,1.269749468
36.3084504,-93.09374925,198,1.78314121
33.46755808,-92.15980837,57,1.612446959
33.55598792,-92.49974403,14,1.188455008
36.3403856,-93.54270261,120,1.674574379
33.26458973,-91.29539209,63,2.034226671
34.04613432,-93.17484713,90,1.429252025
36.36826212,-90.4148172,100,2.012882448
35.53864922,-92.02640019,142,1.797468354
33.89723187,-92.18537045,40,1.524390244
33.21230701,-93.22642793,104,1.583434836
35.26205537,-92.70506566,77,1.212789416
35.83018283,-90.63235729,,0.815632224
35.58928601,-94.2446814,,1.567670193
35.21247318,-90.30839406,,1.461846415
35.29631396,-90.77185818,100,1.767408978
33.97042763,-92.65167437,39,1.915520629
33.83011025,-91.25500948,43,1.191796009
33.59035001,-91.71777921,79,1.441605839
35.14719007,-92.33717519,,0.8310775514
35.51202821,-93.89299569,80,1.807909605
36.38177105,-91.81729127,99,3.225806452
34.57692074,-93.14921604,,2.124146213
34.29017991,-92.42320562,65,1.264099572
36.1173546,-90.55832668,189,0.989010989
33.73325583,-93.66935133,79,1.423423423
34.31709259,-92.95396325,157,1.217242983
34.09007427,-93.9934871,58,1.268591426
35.74242707,-91.57001641,,1.823949247
36.09604046,-91.90847954,78,1.691240243
35.59802983,-91.21494602,74,1.037868163
34.26767081,-91.92619839,,1.416495316
35.56759135,-93.46036368,97,1.203772648
33.24116713,-93.60677071,30,2.027027027
36.04188196,-91.10867198,87,1.370510397
34.78498904,-90.78383866,67,2.02661827
33.95317155,-91.74002806,70,1.298219585
33.70375665,-94.23468591,108,2.818371608
35.21413234,-93.71951016,86,1.446837147
34.75392199,-91.88742357,,1.137762683
36.01038185,-93.72524943,67,1.405496119
36.26844485,-92.68451899,94,2.339472374
33.31403423,-93.89285258,,1.801014163
35.76271485,-90.0519437,,1.430445374
34.6815935,-91.20540287,38,1.657940663
34.53704874,-93.65824478,64,3.655054255
33.66340119,-93.30632432,46,1.697416974
35.91947491,-93.21612969,52,2.583209141
33.58839816,-92.87795984,121,1.82174044
34.9459153,-92.94372564,42,1.417004049
34.43268455,-90.84800154,104,1.781737194
34.16250414,-93.65789349,48,1.668404588
35.57433534,-90.66268713,138,1.411042945
34.48254879,-94.22728802,160,3.475993917
35.44871474,-93.03212219,,1.082251082
34.83624419,-91.55162157,46,1.934398654
34.77054088,-92.31355101,,1.031568878
36.3415714,-91.02455531,103,1.639866263
34.64916145,-92.67583224,,1.068134893
34.85588887,-94.0632176,48,1.714898178
35.9109364,-92.69936482,52,2.067594433
35.19605503,-94.27162713,,1.471727343
33.99780401,-94.2424869,84,1.199314677
36.16258158,-91.47819342,119,2.115179524
35.02201976,-90.74828138,105,1.243781095
35.86251946,-92.15684085,77,2.1418637
,,0,0
33.16887091,-92.59746952,,1.825741142
35.58095779,-92.51295036,66,1.550387597
35.976844,-94.21800746,,0.8729938777
35.25688493,-91.74908296,,1.245591656
35.18902527,-91.2439489,33,1.462765957
35.00292371,-93.41171338,117,1.550901379
37.64629437,-121.8929271,,0.5375364198
38.59678594,-119.8223594,0,0
38.44583082,-120.65696,96,0.8515923002
39.66727762,-121.6005252,,0.9328137915
38.20537103,-120.552913,135,1.429176371
39.17881957,-122.2331726,22,0.4208110176
37.91923498,-121.9289527,,0.5244523279
41.74228275,-123.8974063,56,0.6930693069
38.77965956,-120.5233166,,0.6156093489
36.75733899,-119.6466953,,0.9150031671
39.59875897,-122.3938452,58,0.7543243595
40.69923009,-123.876044,163,0.5738426333
33.0393082,-115.3669042,,1.107915324
36.51112084,-117.4111978,62,1.055139551
35.34329425,-118.7277796,,0.8592156954
36.07409056,-119.8159973,,0.7054406733
39.10124298,-122.7536244,149,1.020617851
40.67311306,-120.5935099,66,0.5890227577
34.30828379,-118.2282411,,0.9546083142
37.21513971,-119.7665589,,0.7169783428
38.07122463,-122.7210631,,0.5948136751
37.57978556,-119.9073334,40,0.896458987
39.4381191,-123.3911313,137,0.6447362229
37.18922369,-120.7209035,,1.013463106
41.58965602,-120.7244817,11,0.8500772798
37.93899289,-118.8872409,8,0.2243409983
36.21862405,-121.2413397,,0.653363644
38.50735751,-122.332839,163,0.4651826484
39.30394768,-120.7627281,132,0.6005186297
33.70147516,-117.7645998,,1.002754504
,,0,
39.06167234,-120.7240569,,0.7533970133
40.00355989,-120.8395236,13,0.3066037736
33.74314981,-115.9933578,,0.8870715055
38.45106826,-121.3425374,,0.904404427
36.60308176,-121.069975,108,0.5902606985
34.84060306,-116.1774685,,1.115295104
33.03484597,-116.7365326,,0.5424299245
37.75215114,-122.4385672,,0.5439951119
37.93433732,-121.2730061,,1.065878797
35.38822029,-120.4039028,,0.7368609175
37.4228808,-122.3275546,,0.4641955444
34.65329488,-120.0188492,,0.6386307483
37.23104908,-121.6970462,,0.5362613854
37.05580291,-122.0066524,,0.3917894558
40.76391419,-122.0396884,,1.564022939
39.57713498,-120.5200701,5,1.347708895
41.59198861,-122.5407434,95,1.083979918
38.26827353,-121.9357113,,0.3995793901
38.52746429,-122.8862506,,0.4591439022
37.55862499,-120.9970722,,1.089403953
39.03417539,-121.6945899,,0.847855107
40.12570935,-122.2370171,,1.248218866
40.6491767,-123.114713,23,1.199165798
36.22026558,-118.8020203,,0.9417583957
38.02644018,-119.9525093,,1.215928082
,,0,0
34.44465746,-119.0910613,,0.6882913424
38.68278902,-121.9018288,,0.7923222855
39.26255932,-121.3535644,132,0.6151838561
39.87432092,-104.3362578,,0.8836272655
37.57250606,-105.7885451,68,1.176063646
39.64977461,-104.3353617,,0.6897439197
37.19474156,-107.0476867,22,0.6298310908
37.31940883,-102.5603223,16,1.581027668
37.95474293,-103.0720195,50,1.707067258
40.09313619,-105.3546767,,0.481540931
39.95998787,-105.0566324,128,0.7074559222
38.74745778,-106.1926573,56,1.003584229
38.82777431,-102.6032558,12,3.125
39.68864463,-105.6463118,13,0.6824146982
37.201606,-106.1917488,58,2.551693797
37.27732493,-105.4276548,19,2.02342918
38.32608609,-103.7844965,32,0.9080590238
38.10883162,-105.3683478,22,2.637889688
38.86246243,-107.8631342,155,2.172694141
39.76018276,-104.8725695,,0.6751047226
37.75208676,-108.5211585,8,1.909307876
39.33133796,-104.930001,,0.4868958884
39.62754308,-106.6933637,39,0.2099709271
38.83240149,-104.5251411,,0.8024192341
39.28656773,-104.1358721,46,0.796812749
38.47362326,-105.4399667,,1.126760563
39.59921777,-107.902708,103,0.5778401122
39.85646523,-105.5252597,7,0.6008583691
40.10603347,-106.1178042,30,0.7471980075
38.66611652,-107.0320729,16,0.4073319756
37.82247444,-107.3004345,0,0
37.68473101,-104.9612585,40,2.29226361
40.6659387,-106.3408905,0,0
39.58635604,-105.2517692,,0.9582849351
38.43260896,-102.7392145,6,1.542416452
39.30497777,-102.6022199,33,1.770386266
37.28632032,-107.8429014,95,0.6069511883
39.20278823,-106.3555697,2,0.09212344542
40.66671597,-105.4625784,,0.5459406219
37.3153406,-104.0376458,51,1.17946346
38.98749519,-103.5136649,11,0.4625735913
40.7249637,-103.110817,119,1.39083684
39.01787888,-108.469799,,1.223247595
37.66954283,-106.9281698,4,1.360544218
40.61810999,-108.2070876,55,1.50273224
37.33859579,-108.5958857,89,1.183510638
38.40214114,-108.2639022,178,1.614219643
40.2627981,-103.8093302,145,2.127035353
37.9014485,-103.7173385,136,2.595419847
38.14717457,-107.7675136,6,0.5454545455
,,0,
39.120926,-105.7182065,25,0.7240081089
40.59414277,-102.3577703,19,1.760889713
39.21720112,-106.9310027,8,0.1000750563
37.95544985,-102.3926052,52,1.620947631
38.17359144,-104.5127437,,1.424244905
39.97913541,-108.2179009,15,0.683994528
37.5836865,-106.3847838,47,1.334848055
40.48596505,-106.9905548,34,0.4392764858
38.08054629,-106.282466,12,0.8042895442
37.76248981,-107.6763289,0,0
38.00450883,-108.4020725,8,0.3016591252
40.87595412,-102.3519227,13,2.276707531
39.63803232,-106.1150762,15,0.1250625313
38.88133511,-105.1614893,64,1.091405184
,,2,0.9090909091
39.97015535,-103.202587,34,2.775510204
40.55499405,-104.3929621,,0.7340345101
40.00346839,-102.4258673,27,1.169844021
41.26809896,-73.3881171,,1.126541297
41.80283011,-72.73103891,,1.465546683
41.7937534,-73.2451475,,1.240829189
41.45949668,-72.53714864,,1.397053009
41.4080325,-72.93620426,,1.221183652
41.48896435,-72.10430976,,1.043461346
41.85853803,-72.3308481,,1.131713791
,,9,0.2840012622
41.82972709,-71.98182316,,1.097188859
39.08646628,-75.56884914,,1.123309871
39.57992638,-75.64054974,,0.8477307362
38.66143781,-75.39031349,,1.261759095
,,0,0
,,0,0
38.90417773,-77.01655992,,0.8137911942
29.67866525,-82.35928158,,0.9104986785
30.33060121,-82.28467476,150,1.438297056
30.26548745,-85.62122584,,1.610565899
29.95079741,-82.16611613,172,1.938683499
28.29409504,-80.73091022,,1.420660616
26.15184651,-80.48725556,,0.8662946923
30.40666734,-85.19394153,105,2.208201893
26.90131002,-81.92949121,,2.03223999
28.84804315,-82.47614748,,2.899126291
29.98319144,-81.85609986,,1.451533288
26.11091986,-81.34687065,,1.089475221
30.22509788,-82.62160164,,1.80887922
27.18677893,-81.80941373,164,1.48955495
29.60631086,-83.15724673,82,1.721965561
30.33225875,-81.66976468,,1.212361151
30.67652764,-87.37284571,,1.518060408
29.45933576,-81.31508595,,1.478465824
29.83791238,-84.82731662,57,1.635111876
30.57796289,-84.61915825,,1.403715718
29.72856978,-82.79880657,108,1.986024274
26.95635849,-81.18996211,38,1.686640036
29.93543004,-85.2427099,87,1.780962129
30.49673973,-82.94998918,57,1.292223985
27.49293939,-81.80956574,138,1.372315036
26.55386945,-81.16469006,169,1.252965599
28.55364461,-82.42700204,,2.36627484
27.34254618,-81.34071957,,2.567286395
27.9276559,-82.32013172,,0.9124044427
30.86747479,-85.81319222,104,1.679857858
27.69308961,-80.60556721,,1.798918709
30.7954597,-85.21500423,,1.681497746
30.43669112,-83.89442308,68,1.40583006
29.98484137,-83.18166636,63,2.055464927
28.76202069,-81.7125123,,1.628772455
26.58410348,-81.88399313,,1.03774549
30.45955727,-84.27491114,,0.6878557875
29.31829741,-82.74007147,183,1.482621729
30.23766008,-84.8829258,31,1.064194988
30.44396917,-83.47398594,103,1.511371974
27.47196942,-82.31831044,,1.378036653
29.21227113,-82.05803627,,2.31691653
27.0772071,-80.43109784,,1.880201377
25.6112362,-80.55170587,,0.797837272
25.20904673,-81.07812416,132,0.5935785592
30.61037141,-81.80297522,,1.247254179
30.69143028,-86.59267105,,1.231469787
27.3863362,-80.88944347,195,1.59888488
28.51367621,-81.31799498,,0.6850943355
28.06312234,-81.14882926,,0.880066808
26.64676272,-80.46536002,,1.241411179
28.30810945,-82.40227529,,1.406395892
27.93130349,-82.72239666,,1.448928451
27.95027105,-81.69732947,,1.320155678
29.60779729,-81.74230285,,2.199661591
30.6934145,-87.02458128,,1.185007308
27.18546175,-82.33174248,,1.640221982
28.7158582,-81.24060348,,0.9592868963
29.90096506,-81.43589967,,0.8597944369
27.37763908,-80.47106649,,1.473381978
28.70181754,-82.0794267,,2.303396122
30.19746066,-82.9909967,,2.275997384
30.04848048,-83.60445406,114,1.445966514
,,,3.600444414
30.04412971,-82.37497443,123,2.47634387
29.05858895,-81.18263252,,1.528249671
30.16548905,-84.39895211,141,1.198979592
30.64204028,-86.16935664,,1.136591228
30.61359259,-85.66002461,119,1.587937016
31.74847232,-82.28909114,135,2.591668266
31.29633502,-82.87545866,57,2.350515464
31.55456473,-82.45936528,81,1.996549174
31.32669878,-84.44218806,15,2.403846154
33.06882326,-83.24701748,,2.366217692
34.35607081,-83.49644388,100,2.220248668
33.99148694,-83.71436292,,1.107675447
34.23732119,-84.83887523,,1.380744678
31.76095874,-83.22145359,123,2.505601956
31.27590016,-83.2252992,95,1.653036367
32.80904227,-83.70489165,,1.852648744
32.43829035,-83.33035166,109,2.852656373
31.19576557,-81.97743999,114,2.460077687
30.83922642,-83.58303423,95,2.399595858
32.00979311,-81.44002948,109,1.005256848
32.39577406,-81.74811421,,1.596442214
33.05917989,-81.99928721,123,1.996753247
33.2830945,-83.9543504,177,2.349661489
31.53169785,-84.62725131,25,1.628664495
30.92951916,-81.66601818,137,1.020940458
32.40209349,-82.07702563,107,4.249404289
33.58138199,-85.07976677,,1.784875528
34.89872298,-85.13757014,198,1.182654402
30.78371028,-82.13951596,65,1.897256276
32.00043026,-81.12489526,,1.302228142
32.34341231,-84.78809239,23,0.2952124246
34.47197698,-85.34535662,146,1.951349906
34.24393976,-84.47431861,,0.9234952816
33.95436462,-83.37124007,,0.7342738205
31.62221166,-84.97713865,7,1.162790698
33.54187245,-84.35594188,,1.40188756
30.91395822,-82.70432472,45,1.861812164
33.94243204,-84.5761255,,0.9599184494
31.54892966,-82.8549206,,2.60533104
31.18810588,-83.7677946,,2.136119124
33.54534185,-82.263524,,1.011007701
31.16068491,-83.42947229,81,1.444880485
33.35334302,-84.76129976,,1.295311024
32.71391813,-83.98061238,64,2.949308756
31.92289565,-83.76811843,144,2.622473138
34.8549167,-85.50490424,40,1.033324722
34.44244079,-84.16964071,107,1.310792601
33.76944049,-84.22396017,,1.025400013
30.87967778,-84.57619536,141,1.689837009
32.17265114,-83.16948926,168,2.868362643
32.15630737,-83.79746561,75,2.699784017
31.53328528,-84.21722377,,2.355241901
33.70291126,-84.77026156,,1.068698688
31.32155345,-84.90255207,65,2.107652399
30.71101099,-82.89687287,12,1.150527325
32.36616021,-81.34280942,,1.318502781
34.11302332,-82.83936148,119,2.290223249
32.59221302,-82.30239915,165,2.45389649
32.15328841,-81.8870105,70,2.506265664
34.86430205,-84.316964,180,3.170688744
33.41357794,-84.49089434,,1.293778041
34.26268279,-85.21577392,,1.778794232
34.22604035,-84.1231513,,0.6922265858
34.37525597,-83.23159927,114,1.888042398
33.79216944,-84.46319413,,0.9634995429
34.69316688,-84.45802506,193,2.388318277
33.22879932,-82.61297636,30,4.26742532
31.23279254,-81.53811412,,1.628542548
34.50487351,-84.87296253,,1.539412037
30.87454847,-84.23418364,112,1.663201663
33.5769205,-83.17139104,90,1.925545571
33.96044201,-84.02137802,,0.820470032
34.63331566,-83.53094677,,2.502864193
34.32207823,-83.81896936,,1.464431791
33.2721566,-82.99766919,91,4.784437434
33.79602175,-85.21005667,184,2.985074627
32.73709786,-84.90538572,122,1.754385965
34.34626973,-82.96567682,111,2.019650655
33.29686567,-85.12886832,61,2.426412092
33.4533428,-84.1481466,,1.056980057
32.45802497,-83.66879087,,1.106139697
31.60213036,-83.27501387,55,2.56171402
34.13794553,-83.56814788,,1.277522182
33.31535543,-83.68844964,80,2.18579235
31.80405727,-82.6372487,76,1.765799257
33.05867328,-82.41609057,118,2.827024437
32.79248718,-81.96040187,68,3.958090803
32.70211082,-82.66166794,84,3.271028037
33.02512137,-83.56019163,126,2.124430956
33.07841647,-84.14263877,129,2.268331282
31.0382857,-83.06472457,30,1.133358519
32.46325233,-82.92221316,,2.018245439
31.7793306,-84.14324253,112,1.31826742
31.82588896,-81.49251135,163,1.060921635
33.79201475,-82.45024131,38,2.095973525
31.75218791,-81.74952375,36,1.054790507
30.83568832,-83.27056716,,1.190608041
34.57286511,-84.00425681,137,1.572543618
32.35207048,-84.04234127,53,1.993980436
34.12920917,-83.21218732,122,1.552953157
32.3483402,-84.52733571,55,3.002183406
33.47851918,-82.48252774,110,1.816680429
31.49683595,-81.40163426,39,1.395848246
33.04163534,-84.68859732,157,2.903643425
31.16568912,-84.73151117,30,1.518218623
31.22483255,-84.19381821,125,2.036825811
33.014289,-83.92097166,184,2.666666667
32.17201038,-82.53527476,56,2.45398773
33.59232073,-83.49129491,71,1.312384473
34.78897608,-84.74993177,,1.529651119
32.50931999,-84.87142262,,2.026376481
33.55514538,-83.8454714,,1.645925331
33.83749973,-83.43679568,115,1.11509745
33.8786296,-83.08278123,63,1.70178282
,,,1.648724863
33.91969522,-84.86848792,,1.027810041
32.56934316,-83.82937,148,1.91560963
34.46589159,-84.46406611,187,1.889079705
31.35928155,-82.21598442,143,2.265525982
33.09310242,-84.38790389,106,1.678808996
34.00267074,-85.18677781,,1.565384331
32.23334561,-83.4754996,84,3.213465953
33.32056115,-83.37552891,112,2.169701666
31.86728114,-85.01773177,5,0.9433962264
34.88389445,-83.40304637,104,2.570439941
31.76622818,-84.75732369,49,2.792022792
33.35777107,-82.07026432,,1.613039297
33.65145002,-84.02202167,,1.484761657
32.2654021,-84.31258912,11,0.7965242578
32.74976524,-81.60779441,75,2.418574653
30.93464824,-84.86823924,36,1.481481481
33.26310031,-84.28013991,,2.341349719
34.55151201,-83.29405315,179,2.507353971
32.07996777,-84.83208037,36,1.150159744
32.03650571,-84.19821492,183,2.155223177
32.69642758,-84.53351366,34,2.518518519
33.56543317,-82.88136816,4,1.204819277
32.04785085,-82.05539188,144,2.538339503
32.55792548,-84.25077141,51,2.15918713
31.92829517,-82.93491155,88,2.552204176
31.77527543,-84.44069698,71,2.894415002
30.86392347,-83.91847289,,1.736678047
31.45743864,-83.5236119,,1.755685606
32.12059861,-82.32957247,,2.716425489
34.91369188,-83.7410746,124,4.147157191
32.40422134,-82.56904553,69,3.737811484
33.03349196,-85.02812115,,2.260471703
31.71612656,-83.62069378,65,2.106286455
32.67435595,-83.43078662,73,4.046563193
,,1,0.007856076675
34.82995757,-83.98967069,177,2.951475738
32.87920671,-84.30024826,,2.715996578
34.73376362,-85.30165174,,1.440833844
33.78017694,-83.73552314,,1.821493625
31.05449097,-82.42224148,,2.668213457
33.41146451,-82.67795848,36,2.827965436
32.96711864,-82.79357039,141,2.802623733
31.5521809,-81.91894878,,2.524560201
32.04066113,-84.54742852,10,1.872659176
32.12009104,-82.72574721,39,2.508038585
34.64624278,-83.74905525,178,2.18700086
34.80987459,-84.96093476,,1.253763887
31.97496928,-83.43438555,72,3.056027165
33.78290391,-82.74286107,55,2.117013087
32.80291082,-83.17140684,65,2.497118709
31.55162306,-83.85090513,126,2.331174838
,,3,2.912621359
13.4443,144.7937,,0.6840081881
19.60121157,-155.5210167,,0.5394519169
21.45803166,-157.9712182,,0.5041271311
22.03935037,-159.5966786,46,0.2452548518
20.86399628,-156.5689097,173,0.3865662637
,,14,0.1549358123
,,0,
43.4526575,-116.2415516,,0.7064518377
44.89333571,-116.4545247,16,2
42.67002716,-112.2233311,,1.119927267
42.28269683,-111.3289238,19,1.676963813
47.21754179,-116.6586851,44,1.638733706
43.2167288,-112.3978437,173,1.565327543
43.4085812,-113.9752658,32,0.449122807
43.98829931,-115.7309284,14,1.100628931
48.29996017,-116.6017932,197,1.941651883
43.38713372,-111.6161537,,0.8584547814
48.76684761,-116.4630179,69,2.889447236
43.72592209,-113.1735463,12,2.193784278
43.46665742,-114.8065892,2,1.117318436
43.61970148,-116.7095499,,1.039896298
42.77149116,-111.5597683,34,2.048192771
42.28347888,-113.6012409,56,1.015965167
44.28496071,-112.3505704,1,0.8547008547
46.67459924,-115.6622393,39,1.484018265
44.24186819,-114.2855494,9,1.293103448
43.3507101,-115.4701578,73,0.8227206131
42.18332217,-111.8149666,31,1.210464662
44.22800938,-111.4809943,30,1.252086811
44.06482372,-116.398376,85,2.018522916
42.96927962,-114.8108306,61,1.580720394
45.84721541,-115.4634436,58,1.639344262
43.82078483,-112.3131749,69,1.018600531
42.68891267,-114.2655033,68,0.9703196347
47.67282258,-116.7020872,,1.399201682
46.81587887,-116.7113698,55,0.7225433526
44.9438088,-113.9309747,28,1.623188406
46.23315327,-116.434146,30,2.202643172
43.0012336,-114.1358773,15,1.170960187
43.78141028,-111.6538474,56,0.4094764551
42.85518524,-113.6357257,68,1.438240271
46.32638236,-116.7500975,160,1.531833413
42.1949428,-112.5407838,12,1.27388535
42.58016894,-116.1693871,55,2.147598594
44.00545243,-116.7647695,92,1.399452388
42.69254894,-112.8395742,20,1.220256254
47.35364087,-115.8916749,80,2.596559559
43.75303583,-111.2056773,9,0.3084304318
42.35440512,-114.6685381,,1.098745304
,,0,
44.76728382,-115.5676773,17,0.5524861878
44.45275475,-116.7847688,60,2.297970126
39.98815591,-91.18786813,,0.8318739054
37.18049267,-89.32910838,16,1.038286827
38.88829622,-89.43534887,31,0.5954667691
42.32359279,-88.82345779,125,0.7260687732
39.96209138,-90.75068024,17,0.6007067138
41.40385234,-89.5283051,133,1.319706291
39.16840183,-90.66330078,6,0.320855615
42.06823429,-89.93395545,56,1.131770412
39.96991073,-90.24734436,37,0.6705328017
40.13919438,-88.20046615,,0.3669025326
39.54581621,-89.27780482,117,0.916496945
39.33425789,-87.78705622,54,0.930072339
38.75388572,-88.48914513,75,1.286890872
38.60704876,-89.42385254,118,0.8460600846
39.51949084,-88.22358557,185,0.9928621263
41.84144849,-87.81658794,,1.0106811
39.0032229,-87.75954624,48,0.6232956759
39.27432424,-88.2401158,39,0.9848484848
40.17514519,-88.90959682,41,0.8015640274
41.89373302,-88.76958483,,0.6598263615
39.76768052,-88.21854195,61,0.7838601902
41.85116968,-88.08642662,,0.6498689265
39.6809186,-87.74759563,60,0.9339975093
38.41353228,-88.05720863,29,1.383587786
39.05935711,-88.58969584,146,1.152874289
39.00072038,-89.02452658,101,1.191599811
40.59706922,-88.22350769,70,1.303780965
37.99189086,-88.92567818,180,1.195139765
40.47289135,-90.20862357,138,1.106744727
37.76430935,-88.22953869,20,1.105583195
39.35907414,-90.388865,48,1.13960114
41.28569601,-88.41905692,149,0.9419053037
38.08163641,-88.53883373,32,1.217656012
40.40423981,-91.16313899,51,0.9734682191
37.51810645,-88.26873022,20,1.408450704
40.81908672,-90.92491462,19,1.2574454
41.3533994,-90.13296166,129,0.8277720739
40.74717633,-87.82466784,130,1.497178395
37.78595185,-89.38232563,138,0.7002943266
39.01054275,-88.15437049,32,1.005972964
38.29980057,-88.9240025,181,1.36346516
39.08869046,-90.35393073,78,1.010362694
42.36542373,-90.21094405,45,0.8886255924
37.45939802,-88.88165419,42,0.7633587786
41.93842729,-88.42861412,,0.7379595265
41.13746989,-87.86205334,,1.062675606
41.59081014,-88.42869583,170,0.4173315331
40.93148779,-90.2133034,,1.51217969
41.3442613,-88.88633881,,1.139160008
42.3224907,-88.00367925,,0.7367932139
38.71987914,-87.72884035,45,0.6740563212
41.74583951,-89.29977132,90,0.796460177
40.89188292,-88.55784752,142,1.101287421
40.12581572,-89.36638784,97,0.7964529107
39.86064913,-88.96342505,,0.9316058747
39.26119767,-89.92424028,148,0.9428553227
38.83042506,-89.90422563,,0.9860436893
38.64963204,-88.91899208,,1.556228435
41.0327901,-89.34510444,33,0.9660421546
40.23917274,-89.91824452,66,1.413276231
37.22078441,-88.71036614,72,1.581374918
40.45674722,-90.67775541,108,1.224212197
42.32451172,-88.45248227,,0.5341023852
40.48996987,-88.84621113,,0.5238686666
40.02742725,-89.80246001,25,0.5570409982
41.20596782,-90.74290052,51,1.050247117
38.27594376,-90.17761038,135,1.202458359
39.23198845,-89.47809254,110,0.9206561768
39.71654544,-90.20255104,134,1.119652406
39.64187451,-88.62099969,51,1.050247117
42.04165196,-89.32184679,138,0.80452399
,,0,0
40.78702156,-89.76078901,,0.9679783227
38.08510853,-89.36856219,98,1.096810297
40.01360584,-88.59319339,23,0.4226387358
39.62265059,-90.8877017,70,1.151884153
37.41391284,-88.56152109,9,0.7240547064
37.22631423,-89.13085001,24,1.186356896
41.2013541,-89.2869272,11,0.7925072046
38.05095369,-89.82512254,133,1.051965515
38.71240969,-88.08475366,77,1.252236136
41.46613806,-90.57042164,,1.23770155
37.75332999,-88.54119706,105,1.033261169
39.75836914,-89.65872023,,0.5788575957
40.1571798,-90.61114163,17,0.6995884774
39.6429169,-90.47814431,14,0.9192383454
39.39133527,-88.80611122,81,1.080288077
38.46996033,-89.93063427,,0.9873896595
41.09309773,-89.79745866,39,2.092274678
42.35129217,-89.662598,182,1.249742498
40.50716185,-89.51404662,,1.120962215
,,,7570.769231
37.47119609,-89.25548938,67,1.000149276
40.18417171,-87.73384359,,0.9123502492
38.44272901,-87.84922065,30,0.6447453256
40.84925021,-90.6147432,87,1.755093807
38.35309213,-89.40982703,36,0.8895478132
38.42955355,-88.42586459,92,1.418002466
38.08706198,-88.17657461,54,1.014465527
41.75509713,-89.91556058,,1.266153927
41.44619267,-87.97862712,,0.78808484
37.73033511,-88.92994027,,0.9604479728
42.33641854,-89.16085327,,0.893237784
40.78579374,-89.20973757,118,0.9548470626
40.7457653,-84.93671406,119,1.407284768
41.09194313,-85.06800636,,1.041339006
39.20744865,-85.89558181,,1.032735776
40.60626947,-87.31093999,27,0.8653513326
40.47388153,-85.32499702,75,2.095557418
40.0509304,-86.46841646,,1.161365626
39.19605589,-86.22868909,63,2.148703956
40.5807832,-86.56198812,73,1.502817783
40.76135835,-86.34830753,180,1.311931985
38.48015445,-85.70510334,,1.069097742
39.39561833,-87.11723506,97,1.222124228
40.30319754,-86.47277257,144,1.349007516
38.28814402,-86.44518825,45,1.385135135
38.70186039,-87.07185406,161,1.834651989
41.39804622,-84.99906934,161,1.209071793
39.14647946,-84.97333539,180,0.9367830742
39.30712658,-85.50087166,153,1.841308298
40.22787247,-85.39732772,,1.645738529
38.36597551,-86.8792417,172,1.186758276
41.59761169,-85.85875695,,1.284501238
39.63684962,-85.17797541,161,1.978596317
38.32117957,-85.90385377,,1.385124962
40.12361933,-87.24217689,109,1.72056715
39.4142482,-85.06062647,83,1.357466063
41.0469907,-86.26252745,110,1.968856273
38.30393723,-87.58054938,158,1.128962223
40.51587228,-85.65468702,,1.844020456
39.03630547,-86.96223202,151,1.726700972
40.07306535,-86.05244729,,0.7495394779
39.82304555,-85.77566351,,1.19906053
38.19467379,-86.10948271,156,1.202389264
39.76719009,-86.51037283,,1.285972773
39.93029017,-85.39625719,,1.591257669
40.48527731,-86.11351892,,1.621640037
40.82907273,-85.48822092,172,1.23225481
38.9091582,-86.03851889,141,0.9439124487
41.02078733,-87.11553319,161,1.493094438
40.43781032,-85.00576229,86,1.503094607
38.78576239,-85.43633383,176,1.622473577
38.99588883,-85.62710784,119,1.489548129
39.48994426,-86.10149107,,1.311773623
38.68861576,-87.4194665,163,1.178550383
41.24521668,-85.86312322,,1.105809961
41.64232188,-85.42674232,114,1.632462687
41.54366008,-86.74072188,,1.260000648
41.41874274,-87.38277575,,1.499582805
38.84112637,-86.48361629,,1.995012469
40.16143691,-85.71964711,,1.764108969
39.78163624,-86.13826325,,1.211303971
41.32467367,-86.26185087,,1.501895596
38.7099921,-86.80373186,30,1.184834123
40.76940965,-86.04525048,172,1.618398637
39.16130004,-86.52414358,,0.9100674345
40.04034823,-86.89335024,169,1.411509229
39.47899078,-86.44573375,,1.555438781
40.95610449,-87.39635768,74,2.450331126
